article_body,article_date,article_title,image_link
"South Africa’s first ever climate risk-related resolution will see shareholders vote on a policy at Standard Bank’s Annual General Meeting on Thursday 30 May 2019.South Africa’s first ever climate risk-related resolution will see shareholders vote on a policy at Standard Bank’s Annual General Meeting on Thursday 30 May 2019.Resolution
10 in Standard Bank’s Notice
of AGM was proposed by activist shareholders, the RAITH
Foundation and Theo Botha, with support from responsible investment and
shareholder activism NGO Just Share. If more than 50% of Standard Bank’s shareholders
vote for Resolution 10 on 30 May,
the bank will have to:a)  provide shareholders with more meaningful information about the climate-related risks they are exposed to by investing in the bank, through the bank’s lending, investing and financing activities in relation to fossil fuels; andb)  adopt and publicly disclose a policy on lending to coal-fired power projects and coal mining operations.Read the full Standard Bank shareholder information and notice of annual general meeting here.Around the world, shareholder climate risk-related resolutions have become one of the most powerful tools for raising awareness about climate change risk, and for driving the business and financial sectors to take action to understand, mitigate and avoid that risk. South
Africa is one of the world’s biggest carbon emitters, and many of the biggest
companies listed on the JSE are extremely carbon-intensive. This means they
emit huge quantities of greenhouse gases. Many of the financial institutions
that invest in these high carbon emitters and lend money to them are themselves
listed companies. However, thus far South Africa’s investment industry has done far too little to tackle the climate risks inherent in the investment portfolios of millions of investors, including everyone in the country who has a pension fund.Standard Bank describes itself as the “leading oil and gas bank in sub-Saharan Africa”. In other words, it is heavily involved in lending money to fossil fuel development and extraction across Africa. Every rand invested by banks in fossil fuel projects increases climate risk and makes it harder to achieve a just transition to a low-carbon economy.. In essence, the resolution is only asking the bank to provide shareholders with more information about its fossil fuel lending and risk exposure. However, the Bank's board stated it does not ""consider the proposed resolutions as providing shareholders with any more meaningful understanding of the company’s climate change risk exposure and risk management, and does not believe the proposed resolutions to be in the best interests of the group at this time. Therefore, the board recommends that shareholders vote against these resolutions"". The shareholder climate risk-related resolution would not require the bank to change anything in terms of actual lending practices. There are many banks around the world which are already disclosing this information. Asset
managers and asset owners who claim to be responsible investors will, for the
first time in relation to a South African company, have to take action which
will indicate how serious they really are about engaging with climate risk in
their investment decision-making. Many
of South Africa’s institutional investors are signatories to and/or have
publically declared support for responsible investment initiatives like the
Principles for Responsible Investment (PRI) and the Code for Responsible
Investment South Africa (CRISA). This vote will demonstrate how seriously they take these commitments, states JustShare. In
South Africa, where we are still so heavily reliant on fossil fuels for energy,
climate risk and the transition to a low-carbon economy pose unprecedented
risks and opportunities for our society and economy. The
financial sector has a crucial role to play in driving this transition. Banks
should already, at the very least, be disclosing the extent to which they are
exposing their businesses, shareholders, and the planet to climate risk via
their financing of fossil fuels. Info
about Standard Bank’s AGM:Info
about Standard Bank’s AGM:Date:
Thursday 30th
May 2019Date:
Time:
09:00 Time:
Address:
HP de Villiers
Auditorium, Ground Floor, Standard Bank Centre, 6 Simmonds Street, JohannesburgAddress:
Log in to leave a comment ","May 28, 2019",Climate risk-related resolution to unfold at Standard Bank AGM,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/64695998_xl-climate-change.jpg
"The International Energy Agency has recently published its 2019 edition of the Global EV Outlook.The International Energy Agency has recently published its 2019 edition of the Global EV Outlook. The Global EV Outlook combines historical analysis with projections to 2030, providing key insights on electric vehicle and charging infrastructure deployment, ownership cost, energy use, carbon dioxide emissions and battery material demand, the IEA explained in a statement. The Agency added that the report includes policy recommendations that incorporate learnings from front-running countries to inform policymakers and stakeholders that consider policy frameworks and market systems for electric vehicle adoption. Read more: The impact of smart charging for EVsHighlights from the report include:Read the full executive summary here. Log in to leave a comment ","May 29, 2019",IEA releases electric vehicles market report,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/04/Electric-vehicle.jpg
"The Global Wind Energy Council (GWEC) has set up a new Task Force to speed up and facilitate the development of wind energy in Africa.The Global Wind Energy Council (GWEC) has set up a new Task Force to speed up and facilitate the development of wind energy in Africa.The Task Force brings together leading developers,
manufacturers and associations that are active in the African market, including
Siemens Gamesa Renewable Energy, Vestas, the South Africa Wind Energy
Association, Africa Europe Energy Partnership, RES4Africa, Mainstream Renewable
Power, Acciona Energia, GE Renewable Energy, NRG Systems, DNV-GL, Nordex,
Goldwind, Aurora Wind Power.The Task Force will be Chaired by Jon Lezamiz, African market
development director at Siemens Gamesa Renewable Energy.Lezamiz said: “We at GWEC have not only an opportunity but
the duty to share our global experience with Africa, to unlock the full
potential of wind power – such as lowest LCOE energy source- and harness its
development to enable economic growth and permit access-to-energy targets to be
met in the continent.”The African wind market is set to add 6GW of additional wind
capacity between 2019 and 2023, more than doubling current total capacity of
5,3GW, according to GWEC Market Intelligence’s Market Outlook Q1 2019.  According to analyst Wood Mackenzie, Africa is set to grow
at an annual compound growth rate of 24% between 2019-2018, adding 33GW of new
capacity.Mercia Grimbeek, Chair of the South Africa Wind Energy Association said: “South Africa is perfectly poised to be the platform for the expansion of wind energy into the rest of Africa. We have the opportunity to use existing infrastructure and leverage off established regulatory frameworks to progress the development of wind energy generation.”Luca Marena, Project Manager at RES4Africa also commented: “We
are pleased to join the GWEC Task Force: acting in a coordinated way and
speaking in a single voice is the best way for the energy sector to promote renewable
energy in Africa.“We welcome the opportunity and look forward to
collaborating to achieve concrete results with fellow Task Force members”GWEC CEO Ben Backwell said: “Africa has a unique opportunity
to leap-frog obsolete fossil fuel generation and create the power generation it
needs from wind power and other renewables technologies. “The continent has the resources and the human talent and
skills to make this happen, and there is a huge pool of capital looking for the
opportunity to invest. If we can help create the right regulatory frameworks
and knowledge transfer, Africa’s growing economies will soon be powered by
cheap, efficient wind power.”The Task Force
intends to:The Task Force
intends to:Log in to leave a comment ","May 29, 2019",New Task Force to accelerate the African wind market,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/10/Kipeto-wind.jpg
"The second Economic Update for Mauritania published by the World Bank shows economic growth rising from 3% in 2017 to 3.6% in 2018, owing to Government’s fiscal prudence and reforms.The second Economic Update for Mauritania published by the World Bank shows economic growth rising from 3% in 2017 to 3.6% in 2018, owing to Government’s fiscal prudence and reforms.The report 'Improving the Business Climate to Promote the Development of the Private Sector' points out the role the Mauritanian government’s fiscal prudence and reforms played in restoring macroeconomic balance. 'Improving the Business Climate to Promote the Development of the Private Sector'Samer Matta, World Bank economist and main author of the report, explained: “The reforms generated tax revenue gains estimated at some 0.7% and 0.8% of GDP in 2017 and 2018.” Yet despite these positive developments, the labour market has deteriorated and remains marked by a huge gender divide, youth marginalization, and informal employment. The banking sector also suffers from certain weaknesses that the Government is endeavouring to solve.The Bank said in a statement that the short- and medium-term outlook remains bright with growth projected to increase to an average of 6.2% for the 2019-2021 period, driven by a thriving primary sector, an upturn in mining production, and the development of the GTA gas project. This high growth rate will be accompanied by moderate inflation, fiscal surpluses that will bring the public debt down, and reduced external pressures. Nevertheless, these macroeconomic forecasts are subject to internal and external risks.The report focuses a chapter on recent business climate developments and suggests reforms to promote private sector growth. The reforms conducted in recent years have propelled Mauritania up through the international Doing Business ranking from 176th place in 2015 to 148th in 2019. Yet, as explained by Théodore Anthonioz, private sector specialist and co-author of the report, “despite this significant improvement, there remain some major challenges to be taken up if the business climate is to really stimulate the private sector’s development in Mauritania.”In particular, the report highlights that the main constraint on Mauritanian businesses is access to credit. It therefore recommends that the Government’s future roadmaps for business prioritise access to credit, especially for small and medium enterprises. The World Bank also recommends other reforms for private sector take-off and job creation in Mauritania including action against corruption, which businesses point to as their number two constraint; competition policy reform; membership of a regional integration body; promoting gender equality in legal matters; building human capital; and improving the land policy.Log in to leave a comment ","May 29, 2019",Mauritania to lift structural obstacles hampering private sector development,
"The governments of
Japan and Austria have approved a $1 million fund to strengthen the participation
of the private sector in combating climate change.

The funding will be channeled to the Africa Private Sector Assistance (FAPA)
grant, which aims to expand the role of the private sector in the Nationally
Determined Contributions (NDCs) of African countries. The governments of
Japan and Austria have approved a $1 million fund to strengthen the participation
of the private sector in combating climate change.FAPA is a multi-donor thematic trust that provides grant
funding for technical assistance, as part of the African Development Bank’s
Private Sector Development Strategy.NDCs are national efforts to reduce Greenhouse Gas emissions and form part of the Paris Agreement on climate change.The project will be implemented by the Climate Change and
Green Growth Department of the African Development Bank. It is intended to engage the private sector, especially
SMEs, in improving the integration of climate change measures in their
investment decisions.The Regional Member Countries (RMCs) selected for the implementation of the project are Egypt, Angola, Mozambique, Morocco, Nigeria and South Africa. The project is expected to contribute to green and inclusive
economic growth in the target RMCs and enhance the capacity of SMEs, project
developers and sponsors to scale up green investments that support NDCs. It will also help increase private sector investments that
facilitate the implementation of NDCs in target countries. The project will address constraints to attracting climate
finance, including lack of enterprise knowledge, and insufficient capacity in
preparing green bankable projects.Log in to leave a comment ","May 29, 2019",Japan and Austria support NDCs of African countries,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/01/Africa.jpg
"Zoomlion Heavy Industry Science & Technology Co has broken the record for China's tallest impeller of 152 metres, breaking the previous record of 140 metres set earlier this month. Zoomlion Heavy Industry Science & Technology Co has broken the record for China's tallest impeller of 152 metres, breaking the previous record of 140 metres set earlier this month. At the height of 152-meters, the newly installed impeller is the tallest flexible steel fan tower in China and will contribute to the 46 tower Yangzhou Wind Farm project's output to 100MW in total, the tech company said in a statement. Read more: S.Africa: two giant wind projects to come online in August 2020""The recently installed impeller, which is currently the tallest wind turbine in China, presented a new challenge for our crawler crane which was required to operate in difficult terrain. The result is a testament, not just to the incredible skill of the engineering crew and our on-site service team, but also the functionality and quality of our machinery,"" said Zhiwei Luo, Manager from Zoomlion Crawler Crane.The ZCC9800W crawler crane, designed for unique and challenging engineering projects, is one of the most advanced on the market. The light-weight and modular design comes mechanized for ultimate versatility and can be disassembled, separated into multiple segments and transported conveniently across a variety of roads and terrains to be re-assembled on site. read more: S.Africa: New 140MW wind farm enters construction phaseAs Zoomlion's latest 4.0 flagship model, the IoT enabled ZCC9800W is constructed from advanced materials to meet the demands of the Intelligent Manufacturing (IM) era. The optimized structure and innovative combination boom can reach 178 meters, with a maximum hoisting height of 180 meters.""Wind power is an emerging clean source of power, but to utilise this source efficiently, we need to develop advanced dependable equipment continually,"" Luo said. Log in to leave a comment ","May 30, 2019",China installs tallest wind turbine,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/05/Wind-Energy-.jpg
"A new international
partnership has been established to help expand the deployment of energy
storage and bring new technologies to developing countries’ power systems. A new international
partnership has been established to help expand the deployment of energy
storage and bring new technologies to developing countries’ power systems. The Energy Storage Partnership (ESP) comprises the World Bank Group and 29 organisations working together to help develop energy storage solutions tailored to the needs of developing countries.Energy transitions are underway in many countries with a
significant increase in the use of wind and solar power. To integrate these variable renewable resources into grids
at the scale necessary to mitigate climate change, energy storage will be key. The increased use of wind and solar power with storage can help decarbonize power systems, expand energy access, improve grid reliability, and increase energy systems’ resilience.The requirements of developing countries’ grids are not yet
fully considered in the current energy storage market – even though these
countries may have the largest potential for battery deployment. The current battery market is driven by the electric vehicle industry and most mainstream technologies cannot provide long duration storage or withstand harsh climatic conditions and low operation and maintenance capacity.Watch the video below, which delves deeper into the subject of battery storageWatch the video below, which delves deeper into the subject of battery storage“The fast growth we’re seeing in the electric vehicle market is exactly what we need for energy storage in power systems around the world,” said Riccardo Puliti, senior director for energy and extractives at the World Bank. Puliti added: “We want to see batteries connected to the
grid, serving mini-grids, and enabling much more use of renewable power from
the sun and wind.“This is why we are convening the Energy Storage Partnership
and we are honored to work with the partners who have joined this initiative.
We’re looking forward to having more partners join the effort.”To enable the rapid uptake of variable renewable energy in developing countries, the World Bank Group is convening an Energy Storage Partnership (ESP) that will foster international cooperation on:Energy Storage Partnership (ESP)By connecting stakeholders and sharing international
experiences in deploying energy storage solutions, the ESP will help bring new
technological and regulatory solutions to developing countries, as well as help
develop new business models that leverage the full range of services that
storage can provide. The ESP will take a holistic, technology-neutral approach by
including all forms of energy storage, including batteries. The ESP will help expand the global market for energy storage, leading to technology improvements and accelerating cost reductions over time.Watch this Webinar recording on Battery storage: Africa’s energy metals market and supply chainFrank Des Rosiers, the chairperson of the Mission Innovation Steering Committee, commented: “Mission Innovation was born out of a global commitment to accelerate clean energy innovation, to make clean energy widely affordable and accessible. We recognise that this cannot be done by Mission Innovation alone and that we need strong partnerships with organizations like the World Bank to be successful.”“This Energy Storage Partnership with the World Bank aligns
with a key innovation opportunity that Mission Innovation members have
identified through our Smart Grid Innovation Challenge.”Christian Zinglersen,
Head of Secretariat, Clean Energy Ministerial, noted that power systems are
undergoing rapid change.“Policy makers and
regulators need to actively identify options to increase the flexibility of
power systems in their jurisdictions; this not least to accommodate the integration
of increasingly larger shares of intermittent renewable generation and
distributed energy resources,” Zinglersen
urged.Log in to leave a comment ","May 30, 2019",Coalition to accelerate energy storage adoption in developing countries,
"On Wednesday evening, President Cyril Ramaphosa announced a reconfigured South African Cabinet with the number of Ministers reduced to 28, down from 36 in the previous administration.On Wednesday evening, President Cyril Ramaphosa announced a reconfigured South African Cabinet with the number of Ministers reduced to 28, down from 36 in the previous administration.The President, who was sworn in last Saturday, made the much-anticipated announcement amid calls from many quarters for cutbacks in what has been labelled a ""bloated government"".Of particular note, is the recombined ministry of mineral resources and energy under the helm of Minister Gwede Mantashe and his Deputy Minister, Bavelile Hlongwa. Given the enormity of the work that lies
ahead, the President also had a strong warning for the new Ministers: “Their
performance – individually and collectively – will be closely monitored against
specific outcomes. Where implementation is unsatisfactory, action will be
taken.”The cabinet changes are anticipated to give
impetus to the President’s masterplan to revitalise the economy while
exercising the greatest care in the use of public funds.To promote greater coherence, better
coordination and improved efficiency, the President announced that a number of
portfolios have been combined, thereby reducing the number of Ministers from 36
to 28.For the first time in the history of South
Africa, half of all Ministers are women. There is also a significant number of
young people.The President said the appointments were made
as a way of fulfilling a commitment to give young people roles of
responsibility in all sectors of society.“This is part of a generational transition in
which we are creating a pipeline of leaders to take our country further into
the future,” he said.President Ramaphosa explained that these
changes to government were necessitated by the overarching goal of building a
modern developmental State that has the means to drive economic and social
transformation, embrace innovation and direct efforts and resources to where
they will have the greatest impact.Story source: SANews.gov.za and edited by ESI AfricaLog in to leave a comment ","May 30, 2019","Leaner, younger cabinet announced to take South Africa forward",
"Globeleq has completed the acquisition of four renewable generation plants and the asset management company from an affiliate of Brookfield Asset Management.Globeleq has completed the acquisition of four renewable generation plants and the asset management company from an affiliate of Brookfield Asset Management.The addition of these entities
strongly complements Globeleq’s existing renewable power business in South
Africa where the company already owns, operates and manages 238MW of solar and
wind projects. The solar assets acquired include Aries (11MW); Konkoonsies (11MW) and Soutpan (31MW). The wind asset acquired is the Klipheuwel wind farm (27MW).  Acquisition of interests in the Boshof (66MW) solar plant is expected to close in the coming weeks. The projects originally reached commercial operations in 2014 and have a 20-year power purchase agreement with Eskom.Standard Bank acted as the
sole mandated underwriter and arranger of the acquisition debt facility.  Rentia van Tonder, Head: Power, CIB Standard
Bank (South Africa) commented: “The transaction is another step in growing a
leading, sustainable African energy provider supported by a leading African
bank.  Through our partnership with
Globeleq, we are enabling growth on the continent, providing accessible and
sustainable energy sources to the people of South Africa.” Paul Hanrahan, Globeleq’s CEO, added: “The
addition of these renewable plants further establishes Globeleq’s position as a power
sector leader in Africa by expanding our renewable energy footprint across the
continent. This acquisition will deliver significant value for all stakeholders,
including the local community.”The transaction will unlock additional equity investments into
these assets and will foster skills development and knowledge transfer within
the local industry. The transaction has strong synergy with Globeleq’s existing assets
and offers an opportunity for further operational improvements and as well as
delivering improvements to the existing social and economic development
programmes.Log in to leave a comment ","May 30, 2019",Acquisition of four renewable energy plants reach financial close,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/11/40440045_xl-renewable-energy-wind-solar-city-landscape.-123rf.jpg
"South African non-profit civil action organisation OUTA welcomes the retention of Tito Mboweni and Pravin Gordhan but is sceptical about the placement of Gwede Mantashe to head up the merged energy and mineral resources ministry. South African non-profit civil action organisation OUTA welcomes the retention of Tito Mboweni and Pravin Gordhan but is sceptical about the placement of Gwede Mantashe to head up the merged energy and mineral resources ministry. President Ramaphosa’s new Cabinet is faced with the daunting task of putting the country on a positive path. However, the compromises he has had to make in some of the appointments illustrate the huge difficulties ahead to rebuild South Africa and eradicate state capture.It’s a relief to see the Cabinet reduced in size, which addresses the issue of “ministries for political reward”, states OUTA. “However, we would have hoped for an equal reduction in the number of deputy ministers. Nonetheless, the real test for financial stability will be in focused oversight of the departments.”“Both are important for continuing the crucial clean-up and for international credibility, which has already been reflected in the small gain in the rand against the dollar after the announcement. The appointment of Gordhan, in particular, sends a signal of strong leadership and a President who is able to resist populist pressure on Cabinet appointments,” OUTA said in a statement.However, the organisation added that the retention of David Mabuza as Deputy President was expected but remains concerning. “We welcome the retention of Tito Mboweni and Pravin Gordhan, as two of the most important appointments,” states OUTA. Equally, OUTA has stated that it does not believe that Gwede Mantashe’s appointment to a merged Energy and Mineral Resource will deal effectively with the critical need to develop a modern, sustainable energy system. Read more: S.Africa: Minister Gwede Mantashe takes reins over Mineral Resources and Energy“We are concerned with the retention of Zweli Mkhize in the Cabinet given the shortcomings in the Cooperative Governance portfolio. However, his long tenure as a previous MEC for Health in KZN should be of benefit to the crucial Health portfolio. Nkosazana Dlamini-Zuma has been effective in some of her previous roles and is now faced with the great challenge of fixing COGTA. Her structured approach should help in holding local government to account.”OUTA stated that it would be monitoring Blade Nzimande’s performance in Higher Education. “We hope that he will rekindle the plan to review of the Sector Education and Training Authorities (SETAs), where looting appears entrenched and unchallenged.”The retention of Stella Ndabeni-Abrahams in Communications is worrying, as she had achieved little but conflict over the SABC, stated OUTA.The outsider Patricia de Lille is an unexpected and interesting choice; she now has the challenge of a massive Public Works and Infrastructure portfolio, where huge contracts created opportunities for looting.OUTA is intrigued by the appointment of Fikile Mbalula as the country’s seventh Minister of Transport since the e-toll decision was announced over a decade ago in 2008. We trust that the new Minister will do the right thing, engage with civil society and find a lasting resolution to the e-tolls debacle.We welcome the President’s promise that his team’s performance will be “closely monitored against specific outcomes” and that where implementation is unsatisfactory, action will be taken.Now that the new Cabinet has finally been appointed, the hard work of rebuilding South Africa begins. OUTA will continue in its role as a champion in the fight against corruption and maladministration. We will engage with the government in the interest of South Africa and will continue to hold all those in power to account. Log in to leave a comment ","May 30, 2019","Gwede Mantashe will not prove effective, states OUTA",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/05/Gwede-Mantashe-Mining-Indaba-2019-1.jpg
"The Cape Town City Council is caught in a legal battle with Quality Filtration Systems (QFS) regarding the V&A Waterfront desalination plant.The Cape Town City Council is caught in a legal battle with Quality Filtration Systems (QFS) regarding the V&A Waterfront desalination plant.QFS is accusing the City of failing to acknowledge or accept its legal responsibilities as the water services authorities and to comply with the relevant regulations.QFS was commissioned to install the V&A Waterfront desalination plant as part of Day Zero emergency measures last year.According to Green Building Africa, the City has always been aware of the poor state of the sea water and the extraordinary levels of contamination when it called for tenders in 2018.After an eight-month dispute, QFS has uncovered what they believe to be the real reasons why the City of Cape Town is fighting the contractual settlement with QFS. “Our tender to provide one of three desalination plants in Cape Town was submitted based on the water quality supplied by the City. However, on testing the water in early 2018, we highlighted the problems with raw feed water studies numerous times. Before the tender documents were issued, both the City management as well as the consulting engineer were also informed about the raw water contamination by UWC,” said Herman Smit, MD of QFS.“As far as we are aware, neither the City or IX engineers, as the consulting engineers, did any water characterisation of the raw seawater, and denied there was anything wrong with the quality of the input water during the contract process, or once the desalination plant had been commissioned,” added Smit.Smit continued: “As a local SME, who came forward during Day Zero to assist with the water crisis, we feel taken advantage of by the City who is using its financial and legal power to silence us to hide the gross mismanagement of the desalination projects.”QFS will continue with
the legal process and sue the City for the contractual amount as well as
damages incurred during the 13 months of dispute. “I believe that the City
was aware of untreated sewage in the sea around Cape Town and are now avoiding
responsibility and trying to lay the blame at QFS’s door,” he added.Smit emphasised that had the City advised QFS of the poor state of the seawater and the extraordinary levels of contamination, of which the City was aware, the plant tendered would have been designed to deal with the quality of the inflow water and the company would not now be faced with this stand-off.“We cannot understand
the City’s position: not acknowledging the water quality and working with
service providers to solve the problem; keeping their side of the contract
agreement and paying QFS what is owed; being unwilling to come to the table to
work out a solution; trying to avoid mediation to solve the stand-off; taking
unreasonable measures to prevent the release of the mediation report; and
claiming confidentiality when information is required,” Smit concluded.Story source: Green Building Africa and edited by ESI AfricaLog in to leave a comment ","May 31, 2019",Construction of desalination plant result in dispute in Cape Town,
"Renewable power is the cheapest source of electricity in many parts of the world today, the latest report from the International Renewable Energy Agency (IRENA) shows. Renewable power is the cheapest source of electricity in many parts of the world today, the latest report from the International Renewable Energy Agency (IRENA) shows. The report contributes to the international discussion on
raising climate action worldwide, ahead of Abu Dhabi’s global preparatory meeting
for the United Nations Climate Action Summit in September.With prices set to fall, the cost advantage of renewables will extend further, Renewable Power Generation Costs in 2018 says, based on a comprehensive review of data from projects around the world. This will strengthen the business case and solidify the role of renewables as the engine of the global energy transformation. “Renewable power is the backbone of any development that aims to be sustainable”, said IRENA’s Director-General, Francesco La Camera. “We must do everything we can to accelerate renewables if we
are to meet the climate objectives of the Paris Agreement. Today’s report sends
a clear signal to the international community: Renewable energy provides
countries with a low-cost climate solution that allows for scaling up
action. “To fully harness the economic opportunity of renewables,
IRENA will work closely with our membership and key partners to facilitate
on-the-ground solutions and concerted action that will result in renewable
energy projects,” La Camera assured.The costs for renewable energy technologies decreased to a record low last year. The global weighted-average cost of electricity from concentrating solar power (CSP) declined by 26%, bioenergy by 14%, solar PV and onshore wind by 13%, hydropower by 12% and geothermal and offshore wind by 1%, respectively.  Cost reductions, particularly for solar and wind power technologies, are set to continue into the next decade, the new report finds. According to IRENA’s global database, over three-quarters of
the onshore wind and four-fifths of the solar PV projects that are due to be
commissioned next year will produce power at lower prices than the cheapest new
coal, oil or natural gas options. Crucially, they are set to do so without
financial assistance.Onshore wind and solar PV costs between three and four US
cents per kilowatt hour are already possible in areas with good resources and
enabling regulatory and institutional frameworks. For example, record-low auction prices for solar PV in Chile, Mexico, Peru, Saudi Arabia, and the United Arab Emirates have seen a levelised cost of electricity as low as three US cents per kilowatt hour. Electrification on the basis of cost-competitive renewables is the backbone of the energy transformation and a key low-cost decarbonisation solution in support of the climate goals set out in the Paris Agreement.  Read IRENA’s full report Renewable Power Generation Costs in 2018 Read IRENA’s full report Global Energy Transformation: A Roadmap to 2050Log in to leave a comment ","May 31, 2019","Renewable power is the cheapest source of electricity, says report",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/01/renewables-1.jpg
"The South African wind industry association, SAWEA, has expressed support of President Ramaphosa’s decision to appoint Minister Gwede Mantashe to take over the energy portfolio.The South African wind industry association, SAWEA, has expressed support of President Ramaphosa’s decision to appoint Minister Gwede Mantashe to take over the energy portfolio.The South African Wind Energy Association (SAWEA) has issued a statement of support, in response to President Ramaphosa’s unveiling of the national executive of the country’s sixth administration, which sees Cabinet-veteran, Minister Gwede Mantashe, take over the Energy portfolio from Jeff Radebe.This change comes at a time when the South African government has reiterated its commitment to clean energy with President Cyril Ramaphosa and the previous Energy Minister Jeff Radebe demonstrating that wind power is firmly part of the country’s energy future, with the conclusion of duly procured power purchase agreements in April last year. Read more: S.Africa: Minister Gwede Mantashe takes reins over Mineral Resources and EnergyWhile the country’s energy mix transitions
away from a dependence on coal to renewable energy, SAWEA believes that
Minister Mantashe, with his solid history in the labour sector, can help smooth
the process.“We look to the new Energy Minister to take the lead in the energy transition to help ensure it is just and sustainable, with a focus on building a better energy system for the country, where the wind power sector can play a prominent role,” said Mercia Grimbeek, Chair of  SAWEA.  SAWEA reiterates that the wind
energy sector takes its responsibility to ensure that it impacts local
communities seriously, as evident in its Commitment Statement, and it will
continue to go over and above compliance and demonstrate a significant measure
of good faith. The industry association also extended its gratitude to the previous Energy Minister for bringing stability to the sector.I would like to thank President Cyril Ramaphosa for having trusted me with the @Energy_ZA Portfolio. I will also like to thank the people of SA who remind @GovernmentZA every day of the price that was paid for this Democracy 👇🏽 pic.twitter.com/Ub8ySWFJvd“Whilst South Africa faces deep economic and social challenges we believe Minister Mantashe can help us work together with the various parties in the energy space, to increase dialogue and lead a smoother, more beneficial transition for the country at large,” concluded Grimbeek.Log in to leave a comment ","May 31, 2019",SA wind industry welcomes appointment of Gwede Mantashe,https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2018/03/Facebook-contracts-wind-energy.jpg
"Greenpeace Africa calls upon South Africa's newly formed ministries to play an active role in the country's response to climate change and related threats. Responding to President Cyril Ramaphosa’s cabinet announcement,  Greenpeace Africa’s Senior Political Advisor, Happy Khambule, has emphasised the critical role that the newly formed Minerals and Energy; Environment, Forestry and Fisheries; and Human Settlements, Water and Sanitation must play in advocating and advancing our constitutional right to a healthy environment. Happy Khambule said: ""We call on Minerals and Energy Minister Gwede Mantashe to abandon his previous defence of the dead-end coal industry, and instead focus on finally finalising the IRP and maximising on the opportunities offered by renewable energy. ""We call on Environment, Forestry and Fisheries Minister Creecy to take this opportunity to truly make her department one that protects and defends our constitutional right to a healthy environment, and addresses the urgent and ever present dangers of the climate emergency that South Africa faces.""Greenpeace Africa’s
key demands of the newly formed government are:Greenpeace Africa calls on all newly appointed Ministers to show real leadership and vision by acting on climate change, ensuring that their respective Departments hold South Africa's worst polluters accountable, protecting South Africans from deadly air pollution, and ensuring water security. Read more: S.Africa: Minister Gwede Mantashe takes reins over Mineral Resources and EnergySouth Africa cannot afford for any department to be anything less than a functional, strong and accountable in advocating for environmental and social justice in South Africa. Greenpeace Africa, like many other civil society organisations, is here to ensure that the oath of office is taken seriously and that environmental justice is not a secondary concern,"" ended Khambule. Read more: Gwede Mantashe will not prove effective, states OUTALog in to leave a comment ","May 31, 2019","New cabinet to lead the way to a better future, says Greenpeace Africa",https://1st4u616hq2s3alsy93h5ipb-wpengine.netdna-ssl.com/wp-content/uploads/2019/02/world.-globe.-globalisation.-123rf.jpg
